tweets,judgements
"Hey everyone! Im offering 10% off everything in my shop using the code WINTER at checkout!
If you order early you can get gifts in time for the holidays :0c
 ",9
"Its happening @BobMurphyEcon !!!!! I know it has for a while but seeing privatized fire fighters hired and paid for by insurance makes me smile.
We need more of this.
",7
@kr156 People that oppose celebrating thanksgiving are not over zealous they are taking a difficult stance in America for the pleasure of Allāh youre insulting and making accusations not me,1
This is so real!!! Some of my closest friends have been in a very cool band for 2 years. Ive only seen them twice because I cant stand up long enough to survive live shows. (One of those two shows was in an auditorium with seats and only included a short set.),9
"Since EXO have been mentioned almost 2M times in relation with Olympics, lets remind their legendary performance which will stay written in history forever!

#EXO @weareoneEXO

",8
Okay,9
"RAGE AGAINST THE MACHINE
PANTERA
KORN
SLIPKNOT
SYSTEM OF A DOWN

ALL TOP 5 BANDS OF ANY METAL",9
"(ctd.) 5) weapons as power surrogate (related to (4) about hunting)
6) sipping a mug of coffee for $5 apiece (wait, what?!)
7) showing off air miles with #facebook ""walls""&""books""
All the above help fake wealth (to those who lack access to your bank)",7
"@cnn
@maddow
@TheFive
@ABC
@MSNBC
@morningmika

I dont suppose this will be a part of your reporting....
Dont worry..at least half of America gets truthful news from other sources......NOT YOU msm...",9
@TrueBeautyFiend I know you a damn lie! I purposely skipped that 15% off sale because I would be saving more during the gift card event. smh,9
I think this was me Sunday night lmao never again.,8
OH hey anxiety whats up,9
"@AskPayPal hey there, i have some issues, i make money from my bank to paypal, now paypal says i got 0.00 euro Valuta, how is that possible?",7
"USAs $6 trillion war on terror has killed over 500,000 people (under-reported).
US is also fueling war crimes in Yemen, & 18 Million people could starve to death - someones child, parent, sibling, grandparent - someone like you, and me. #EndTheWars 🇺🇸 ",8
It will be ........ once youre good and gone! And that goes for your family too!!!,8
@realDonaldTrump U.S. farmers finishing their harvests are facing a big problem - where to put the mountain of grain they cannot sell  ,7
"We started out friends. It was cool but it was all pretend
Yeah, yeah, Since youve been gone...",8
"What is your favorite thing to do when not working and what is your favorite store to shop at? — Spending time with friends & family! Ideally doing something new/fun — going on a hike, to a show, or whatever event is… ",4
"What would your perfect Saturday be like? — sleeping in, watching a new show/film, eating some snacks and hanging out with my cousin or best friend",6
If Harry doesnt win #ImACeleb Im boycotting the show,9
" Hi Cheryl, you will probably never get to read this but i just wanted to say i was saddened to hear about your struggle with anxiety, im sure you would trade all your money and fame for the chance to feel well. There are always people out there who will listen. X",7
Boy aint key lime round here,9
"@cdarl67 @msmith0360 @jeremycorbyn Theyre not my party but you know what, you have convinced me not to vote Labour so thanks for the insight into the odd mind of a Labour voter and a reminder that however bad the Tories are, they will always be the better option. Left wing doesnt work in the UK.",6
"                                                Ohhhhh, Charlie
How, do we begin to say THANK YOU.
Yup, we all need to remember, Medical, Police, 1st responders..
And, our Precious Military serve & protect us 24/7.
Be Especially Thankful America for them.
God Bless, Charlie ty. ❤❤🙏🙏 ",7
Bandits new trick: Fetching the paper! If my slippers didnt cost so much it would be my pair of slippers instead of the paper ,7
I am thinking my first set of giveaways today may include some of these and... ,9
Debt of 1 Yorkie bar paid up by Harry of @RockCCJuniors and @rockcricketclub to Tom Vickers of @NCB_Cricket for his achievement of out bowling the young lad at the MCCF hub. ,7
"We do the labor. We plant the seeds and cultivate Americas belly. Yet, were not seeing any of that return for fear of deportation...we see our familia go hungry...",9
"soyeon: i generally think of myself as an okay leader, but a while ago, shuhua asked me the korean word for owl.

soyeon: i forgot to tell her and she ended up saying ‘wood penguin on national television.

#G_I_DLE ",8
The best First Lady to grace America ,9
"Nooo!!! 😭😭😭 Omg anyone who was at my London show, if u happen to see this cuties signed artwork, could u pls get in contact with her ASAP?! It accidentally got lost at the venue so lets try to make this get back to her if we can/know someone who can help ❤️❤️❤️ ",9
@gregjames Fuckin love that bit of the show. Cant wait for tomorrows 😂,9
"Tune in people, its about to be lit, I am Thwr Awazi, melanin goddess bringing you jams on the home run tonight.",2
"me: they hurt me! im gonna be distant! thatII show them
them: hey
me: hey 💘💓💖💕💓💞💕💗💝💓💞💝💘💕💕💖💗💘💕💞💘💘💖💗💘💞💕💞💞💕💘💕💖💗💖💕💞💞💖💖💗💖💘💞💫",7
its so sad and heartbreaking that in 2018 women cant show their bodies and be confident without getting criticized,9
"@Ocasio2018 With respect, many former Democrats actually care quite a lot about ""what the Democratic party stands for"".

If we thought you could ""fix"" those party priorities WITHOUT figuring out what the party is, it would be different.",7
@probablysylvia @tylerrjoseph @joshuadun @twentyonepilots I LOVED THAT DUDE HE WAS SO COOL,7
@TheHeistTV Watched and enjoyed. Interesting to see how they made the show. More of this sort of stuff is interesting too.,7
"If you exclude CA & NY, where there are millions of ballots left to count, Dem candidates are averaging 95% of Clintons 16 totals.",6
"@DpDwarf @RockstarGames @vw_photocomps @RedDeadBase @Ps4_Photomode @PlayStation @photomodeaddict @SpideyVigilante @Petey_Parkour @techburstco @VirtuaCam_ @khan_zaiyan @NikkiJaye2 @_Game_Screen @AreeLyBadPun @NoopyMcdoops Thanks, between RDR2 and Spider-Man theres so many cool shots to take",8
chocolate covered strawberries would SMACK literally anytime of the year,6
"Unbelievable. The latest Tory solution for families living in poverty is to ""take in a lodger."" Not everyone has a spare room. Ive had casework enquiries from a family of ten living in a two room flat. This is the modern day ""let them eat cake"" party.
",6
You got that right sally 🤣🤣,9
REPORT: TRUMP WANTED THE JUSTICE DEPT TO PROSECUTE CLINTON AND COMEY ,6
This is Canada people. Learn how to drive in the snow,9
"@realDonaldTrump As Commander in Chief, YOU are the one primarily responsible for the safety of our country. So why is it, then, that you keep putting other countries first??? Could it be because they fatten your already bloated bank account? You want to make America great again? Resign.",7
"Hey yo we (@SUPERHOTTHEGAME) put a VR bundle together with our favourite VR games and developers. Check it out here -  Its a ""complete your collection"" bundle meaning you can get the games you dont own for a discount. Go buy it and feed my children",8
New sonic scene in reck it ralph breaks the internet....Whats the context ,9
Hey its your Uber Im outside ,4
" I wonder if he has children, wd he allow his five year old to eat a diet of sweets chocolate coke all day long with the same reasoning I know its bad for him but he likes it. Effectively hes admitting that politicians have no responsibility the interests of country irrelevant",9
"Is this @neaflofficial @SouthportSharks footballer the answer to North Melbournes search for a small forward? Super athlete, great shot at goal and incredible work ethic...
",5
Theyre warming up in pajamas,9
@Alyssa_Milano @BarackObama He could make America grate again if he gave them some cheese.,8
" HEY EVERYBODY!
HOW ARE YOU ALL
ENJOYING THIS
RIDE DOWN
THE FASTEST,
MOST TERRIFYING,
SLIPPERY SLOPE
EVER?

WHEEEEE!!!

UNRELATED QUESTION:
IS TREASON STILL A
CAPITAL OFFENSE?",7
"2,3
When the partys over ~ Billie Eilish ",6
Were delighted to announce that we are headed to Central & South America in March/April 2019. Head to our website for more details. ,6
"MUELLER looking for a crime that has not been committed while ignoring the same crime we know and he knows, was committed. Our Justice System is the SWAMP",5
when ur the only one who contributed to the group project and end up with a good grade ,9
